feature,cor,p_value,q_value,rank,clone,dist_cor,feature_type
Tppp3,-0.03747008655899663,0.0001704079899496137,0.000744608825649399,21.0,M3-T1,0.017175781408778956,expression
Trdc,-0.005698807348901849,0.567626981627861,0.7221077424506332,89.0,M3-T1,-0.04671059675004161,expression
Trp63,0.008171556195424718,0.4124692675332045,0.5938428225822955,140.0,M3-T1,-0.012182156930687292,expression
Tspan7,0.016733504396097512,0.09327774804699664,0.1973560774468034,153.0,M3-T1,0.06300986058495714,expression
Tubb1,0.019084379003024454,0.055596361341815746,0.13627888572810934,161.0,M3-T1,-0.0314051301282084,expression
Twist1,-0.030342446822112294,0.0023360442430386107,0.008695275793532607,26.0,M3-T1,0.009433523420676004,expression
Ung,0.05853748973774854,4.205903957159622e-09,3.381546781556336e-08,187.0,M3-T1,-0.04123874227481947,expression
Vcan,-0.018268431010022037,0.06690201388986798,0.1552054707694892,44.0,M3-T1,-0.059523863727141954,expression
Vegfa,0.018229783420085167,0.06748133757425184,0.1552054707694892,159.0,M3-T1,-0.07011284741268793,expression
Wnt2,0.013370300202978986,0.17992205474892004,0.32289583039761544,147.0,M3-T1,-0.004404250021716885,expression
Wnt7b,-0.048867587460766575,9.392292703398439e-07,5.899533854322145e-06,14.0,M3-T1,0.010189205090678333,expression
Xcr1,-0.00118576514488186,0.9053364493086012,0.9653626332079218,103.0,M3-T1,-0.0482211277818744,expression
Zbtb7b,-0.049068570464974315,8.472575371041901e-07,5.493508547030394e-06,13.0,M3-T1,0.0030054734807852014,expression
Zeb1,-0.012783061412137846,0.1998103351542719,0.3492337162261622,59.0,M3-T1,-0.015776670854617297,expression
ARG1 macrophage,-0.016805981916391058,0.09186789524145632,0.19644092493119916,46.0,M3-T1,-0.2268343791071735,subtype_density
CD11c macrophage,-0.04010242091353186,5.732170767079725e-05,0.0002743253152816726,20.0,M3-T1,0.16236569669062773,subtype_density
Alveolar macrophage,0.03762692752662599,0.00015999527565873717,0.0007308875092592312,178.0,M3-T1,-0.019749723834307228,subtype_density
Exhausted CD8 T cell,0.017159553324252168,0.08523378789103164,0.18826364138568527,156.0,M3-T1,-0.09612859432002806,subtype_density
Treg,0.11283734743005029,7.16903351610012e-30,2.0585367667658916e-28,197.0,M3-T1,-0.2762514554934244,subtype_density
B cell,0.03199720683849816,0.0013278667249086284,0.005035871918993099,174.0,M3-T1,-0.25109684992796677,subtype_density
cDC,0.15545433014180127,1.8772970743559817e-55,9.433417798638809e-54,200.0,M3-T1,-0.30213935271454684,subtype_density
Neutrophil,0.06991475164941674,2.210963765104696e-12,2.468909537700244e-11,192.0,M3-T1,0.05569723702230295,subtype_density
NK,-0.025299018060930024,0.011158450987383741,0.033982555279759574,33.0,M3-T1,-0.08879495513479699,subtype_density
CAP1 endothelial,0.05838851671688068,4.603493410718037e-09,3.55885452136279e-08,186.0,M3-T1,0.05986965670540485,subtype_density
CAP2 endothelial,0.06929385169214405,3.4516587049667308e-12,3.651491577359542e-11,191.0,M3-T1,0.08085754410821526,subtype_density
Tumor endothelial,-0.16141568014906194,1.059219619559168e-59,7.096771451046426e-58,2.0,M3-T1,0.3933196505427837,subtype_density
Cancer fibroblast,-0.08412153676619916,2.8707568269149905e-17,4.438631709307024e-16,6.0,M3-T1,-0.3472051680637284,subtype_density
Alveolar fibroblast 1,-0.09723813436441475,1.4360949287498296e-22,2.624137097079234e-21,5.0,M3-T1,-0.0032064896994480376,subtype_density
Alveolar fibroblast 2,0.056893745446639145,1.1256713121655597e-08,8.080711919474197e-08,185.0,M3-T1,0.009838377466885411,subtype_density
AT1/AT2,0.05146657094317052,2.402948154193616e-07,1.665491651699713e-06,184.0,M3-T1,-0.23297509809083566,subtype_density
Club cell,0.039584841622027245,7.13907995079775e-05,0.0003337104814210111,179.0,M3-T1,0.01129372552665068,subtype_density
tumor_boundary_dist,-0.11123783475998911,4.512221509181881e-29,1.1336956541819477e-27,3.0,M3-T1,1.0,distance
lung_boundary_dist,-0.19373950248687133,1.1141104787644431e-85,1.1196810311582653e-83,1.0,M3-T1,0.0,distance
G0/G1,-0.07444774633470636,7.609867892163268e-14,8.997549684263629e-13,8.0,M3-T1,0.0578864382322293,cell_cycle
G2/M,0.07722751159277623,8.703512952249934e-15,1.093378814626398e-13,193.0,M3-T1,-0.07427885044754547,cell_cycle
S,-0.008761672737211918,0.3795405343029569,0.5693108014544355,74.0,M3-T1,0.005636607964326225,cell_cycle
1,0.10868351300938746,8.060483214243083e-28,1.8001745845142888e-26,196.0,M3-T1,0.0,module_score
2,0.002179045230479443,0.8270074424199165,0.9034157387304522,118.0,M3-T1,0.0,module_score
3,-0.10388871808954125,1.5044797786084207e-25,3.0240043550029256e-24,4.0,M3-T1,0.0,module_score
4,0.28371063381472367,1.4138027200705374e-185,2.8417434673417803e-183,201.0,M3-T1,0.0,module_score
