bits,blank,intID
"['r2', 'r9', 'r13', 'r14', 'r16', 'r20']",FALSE,intID1047
"['r2', 'r9', 'r13', 'r15', 'r16', 'r17']",FALSE,intID1048
"['r2', 'r9', 'r13', 'r17', 'r18', 'r19']",FALSE,intID1049
"['r2', 'r9', 'r13', 'r17', 'r20', 'r21']",FALSE,intID1050
"['r2', 'r9', 'r14', 'r15', 'r17', 'r19']",FALSE,intID1051
"['r2', 'r9', 'r14', 'r16', 'r18', 'r19']",FALSE,intID1052
"['r2', 'r10', 'r11', 'r12', 'r15', 'r21']",FALSE,intID1053
"['r2', 'r10', 'r11', 'r13', 'r17', 'r21']",FALSE,intID1054
"['r2', 'r10', 'r11', 'r14', 'r18', 'r21']",FALSE,intID1055
"['r2', 'r10', 'r12', 'r13', 'r19', 'r21']",FALSE,intID1056
"['r2', 'r10', 'r12', 'r14', 'r16', 'r21']",FALSE,intID1057
"['r2', 'r10', 'r12', 'r17', 'r18', 'r20']",FALSE,intID1058
"['r2', 'r10', 'r15', 'r16', 'r17', 'r20']",FALSE,intID1059
"['r2', 'r10', 'r15', 'r18', 'r19', 'r21']",FALSE,intID1060
"['r2', 'r10', 'r17', 'r19', 'r20', 'r21']",FALSE,intID1061
"['r2', 'r11', 'r12', 'r13', 'r18', 'r21']",FALSE,intID1062
"['r2', 'r11', 'r12', 'r14', 'r19', 'r21']",FALSE,intID1063
"['r2', 'r11', 'r12', 'r16', 'r17', 'r21']",FALSE,intID1064
"['r2', 'r11', 'r13', 'r14', 'r16', 'r21']",FALSE,intID1065
"['r2', 'r11', 'r13', 'r15', 'r19', 'r21']",FALSE,intID1066
"['r2', 'r11', 'r14', 'r15', 'r17', 'r20']",FALSE,intID1067
"['r2', 'r11', 'r15', 'r16', 'r18', 'r21']",FALSE,intID1068
"['r2', 'r11', 'r16', 'r19', 'r20', 'r21']",FALSE,intID1069
"['r2', 'r11', 'r17', 'r18', 'r19', 'r20']",FALSE,intID1070
"['r2', 'r12', 'r13', 'r14', 'r17', 'r21']",FALSE,intID1071
"['r2', 'r12', 'r13', 'r15', 'r16', 'r21']",FALSE,intID1072
"['r2', 'r12', 'r14', 'r15', 'r18', 'r21']",FALSE,intID1073
"['r2', 'r12', 'r16', 'r18', 'r19', 'r21']",FALSE,intID1074
"['r2', 'r13', 'r14', 'r17', 'r19', 'r20']",FALSE,intID1075
"['r2', 'r13', 'r14', 'r18', 'r20', 'r21']",FALSE,intID1076
"['r2', 'r13', 'r16', 'r18', 'r19', 'r20']",FALSE,intID1077
"['r2', 'r14', 'r15', 'r16', 'r19', 'r20']",FALSE,intID1078
"['r2', 'r14', 'r16', 'r17', 'r18', 'r21']",FALSE,intID1079
"['r2', 'r15', 'r17', 'r18', 'r20', 'r21']",FALSE,intID1080
"['r3', 'r4', 'r5', 'r6', 'r10', 'r19']",FALSE,intID1081
"['r3', 'r4', 'r5', 'r6', 'r11', 'r17']",FALSE,intID1082
"['r3', 'r4', 'r5', 'r6', 'r12', 'r16']",FALSE,intID1083
"['r3', 'r4', 'r5', 'r6', 'r13', 'r15']",FALSE,intID1084
"['r3', 'r4', 'r5', 'r6', 'r14', 'r18']",FALSE,intID1085
"['r3', 'r4', 'r5', 'r7', 'r9', 'r21']",FALSE,intID1086
"['r3', 'r4', 'r5', 'r7', 'r10', 'r16']",FALSE,intID1087
"['r3', 'r4', 'r5', 'r7', 'r11', 'r14']",FALSE,intID1088
"['r3', 'r4', 'r5', 'r7', 'r12', 'r17']",FALSE,intID1089
"['r3', 'r4', 'r5', 'r7', 'r13', 'r18']",FALSE,intID1090
"['r3', 'r4', 'r5', 'r7', 'r15', 'r19']",FALSE,intID1091
"['r3', 'r4', 'r5', 'r8', 'r10', 'r13']",FALSE,intID1092
"['r3', 'r4', 'r5', 'r8', 'r11', 'r18']",FALSE,intID1093
"['r3', 'r4', 'r5', 'r8', 'r12', 'r19']",FALSE,intID1094
"['r3', 'r4', 'r5', 'r8', 'r15', 'r17']",FALSE,intID1095
"['r3', 'r4', 'r5', 'r8', 'r20', 'r21']",FALSE,intID1096
"['r3', 'r4', 'r5', 'r9', 'r10', 'r11']",FALSE,intID1097
"['r3', 'r4', 'r5', 'r9', 'r12', 'r13']",FALSE,intID1098
"['r3', 'r4', 'r5', 'r9', 'r14', 'r15']",FALSE,intID1099
"['r3', 'r4', 'r5', 'r9', 'r16', 'r17']",FALSE,intID1100
"['r3', 'r4', 'r5', 'r9', 'r18', 'r19']",FALSE,intID1101
"['r3', 'r4', 'r5', 'r10', 'r18', 'r20']",FALSE,intID1102
"['r3', 'r4', 'r5', 'r11', 'r16', 'r21']",FALSE,intID1103
"['r3', 'r4', 'r5', 'r12', 'r15', 'r21']",FALSE,intID1104
"['r3', 'r4', 'r5', 'r14', 'r17', 'r20']",FALSE,intID1105
"['r3', 'r4', 'r5', 'r14', 'r19', 'r21']",FALSE,intID1106
"['r3', 'r4', 'r5', 'r17', 'r18', 'r21']",FALSE,intID1107
"['r3', 'r4', 'r6', 'r7', 'r10', 'r11']",FALSE,intID1108
"['r3', 'r4', 'r6', 'r7', 'r12', 'r13']",FALSE,intID1109
"['r3', 'r4', 'r6', 'r7', 'r14', 'r15']",FALSE,intID1110
"['r3', 'r4', 'r6', 'r7', 'r16', 'r17']",FALSE,intID1111
"['r3', 'r4', 'r6', 'r7', 'r18', 'r19']",FALSE,intID1112
"['r3', 'r4', 'r6', 'r8', 'r10', 'r16']",FALSE,intID1113
"['r3', 'r4', 'r6', 'r8', 'r11', 'r14']",FALSE,intID1114
"['r3', 'r4', 'r6', 'r8', 'r12', 'r17']",FALSE,intID1115
"['r3', 'r4', 'r6', 'r9', 'r10', 'r18']",FALSE,intID1116
"['r3', 'r4', 'r6', 'r9', 'r11', 'r16']",FALSE,intID1117
"['r3', 'r4', 'r6', 'r9', 'r12', 'r15']",FALSE,intID1118
"['r3', 'r4', 'r6', 'r9', 'r13', 'r17']",FALSE,intID1119
"['r3', 'r4', 'r6', 'r9', 'r14', 'r19']",FALSE,intID1120
"['r3', 'r4', 'r6', 'r9', 'r20', 'r21']",FALSE,intID1121
"['r3', 'r4', 'r6', 'r11', 'r18', 'r21']",FALSE,intID1122
"['r3', 'r4', 'r6', 'r12', 'r19', 'r21']",FALSE,intID1123
"['r3', 'r4', 'r6', 'r14', 'r16', 'r21']",FALSE,intID1124
"['r3', 'r4', 'r7', 'r8', 'r10', 'r14']",FALSE,intID1125
"['r3', 'r4', 'r7', 'r8', 'r12', 'r16']",FALSE,intID1126
"['r3', 'r4', 'r7', 'r8', 'r13', 'r19']",FALSE,intID1127
"['r3', 'r4', 'r7', 'r8', 'r15', 'r18']",FALSE,intID1128
"['r3', 'r4', 'r7', 'r9', 'r11', 'r17']",FALSE,intID1129
"['r3', 'r4', 'r7', 'r9', 'r12', 'r14']",FALSE,intID1130
"['r3', 'r4', 'r7', 'r9', 'r13', 'r15']",FALSE,intID1131
"['r3', 'r4', 'r7', 'r10', 'r15', 'r21']",FALSE,intID1132
"['r3', 'r4', 'r7', 'r11', 'r13', 'r21']",FALSE,intID1133
"['r3', 'r4', 'r7', 'r14', 'r17', 'r21']",FALSE,intID1134
"['r3', 'r4', 'r7', 'r16', 'r19', 'r21']",FALSE,intID1135
"['r3', 'r4', 'r7', 'r17', 'r18', 'r20']",FALSE,intID1136
"['r3', 'r4', 'r8', 'r9', 'r11', 'r19']",FALSE,intID1137
"['r3', 'r4', 'r8', 'r9', 'r13', 'r14']",FALSE,intID1138
"['r3', 'r4', 'r8', 'r9', 'r15', 'r16']",FALSE,intID1139
"['r3', 'r4', 'r8', 'r9', 'r17', 'r18']",FALSE,intID1140
"['r3', 'r4', 'r8', 'r10', 'r17', 'r20']",FALSE,intID1141
"['r3', 'r4', 'r8', 'r10', 'r19', 'r21']",FALSE,intID1142
"['r3', 'r4', 'r8', 'r11', 'r17', 'r21']",FALSE,intID1143
"['r3', 'r4', 'r8', 'r12', 'r14', 'r20']",FALSE,intID1144
"['r3', 'r4', 'r8', 'r13', 'r15', 'r21']",FALSE,intID1145
"['r3', 'r4', 'r8', 'r16', 'r18', 'r21']",FALSE,intID1146
"['r3', 'r4', 'r9', 'r10', 'r14', 'r21']",FALSE,intID1147
"['r3', 'r4', 'r9', 'r13', 'r16', 'r21']",FALSE,intID1148
"['r3', 'r4', 'r9', 'r15', 'r18', 'r21']",FALSE,intID1149
"['r3', 'r4', 'r9', 'r17', 'r19', 'r21']",FALSE,intID1150
"['r3', 'r4', 'r10', 'r11', 'r14', 'r18']",FALSE,intID1151
"['r3', 'r4', 'r10', 'r11', 'r16', 'r19']",FALSE,intID1152
"['r3', 'r4', 'r10', 'r12', 'r13', 'r19']",FALSE,intID1153
"['r3', 'r4', 'r10', 'r12', 'r14', 'r16']",FALSE,intID1154
"['r3', 'r4', 'r10', 'r12', 'r17', 'r18']",FALSE,intID1155
"['r3', 'r4', 'r10', 'r12', 'r20', 'r21']",FALSE,intID1156
"['r3', 'r4', 'r10', 'r13', 'r16', 'r18']",FALSE,intID1157
"['r3', 'r4', 'r10', 'r15', 'r18', 'r19']",FALSE,intID1158
"['r3', 'r4', 'r11', 'r12', 'r13', 'r18']",FALSE,intID1159
"['r3', 'r4', 'r11', 'r12', 'r14', 'r19']",FALSE,intID1160
"['r3', 'r4', 'r11', 'r12', 'r15', 'r20']",FALSE,intID1161
"['r3', 'r4', 'r11', 'r12', 'r16', 'r17']",FALSE,intID1162
"['r3', 'r4', 'r11', 'r13', 'r14', 'r16']",FALSE,intID1163
"['r3', 'r4', 'r11', 'r13', 'r15', 'r19']",FALSE,intID1164
"['r3', 'r4', 'r11', 'r15', 'r16', 'r18']",FALSE,intID1165
"['r3', 'r4', 'r11', 'r19', 'r20', 'r21']",FALSE,intID1166
"['r3', 'r4', 'r12', 'r13', 'r14', 'r21']",FALSE,intID1167
"['r3', 'r4', 'r12', 'r13', 'r15', 'r16']",FALSE,intID1168
"['r3', 'r4', 'r12', 'r15', 'r17', 'r19']",FALSE,intID1169
"['r3', 'r4', 'r12', 'r16', 'r18', 'r20']",FALSE,intID1170
"['r3', 'r4', 'r13', 'r14', 'r18', 'r19']",FALSE,intID1171
"['r3', 'r4', 'r13', 'r15', 'r17', 'r18']",FALSE,intID1172
"['r3', 'r4', 'r13', 'r16', 'r17', 'r19']",FALSE,intID1173
"['r3', 'r4', 'r13', 'r17', 'r20', 'r21']",FALSE,intID1174
"['r3', 'r4', 'r14', 'r15', 'r16', 'r19']",FALSE,intID1175
"['r3', 'r4', 'r14', 'r16', 'r17', 'r18']",FALSE,intID1176
"['r3', 'r4', 'r14', 'r18', 'r20', 'r21']",FALSE,intID1177
"['r3', 'r4', 'r15', 'r16', 'r20', 'r21']",FALSE,intID1178
"['r3', 'r5', 'r6', 'r7', 'r10', 'r13']",FALSE,intID1179
"['r3', 'r5', 'r6', 'r7', 'r11', 'r18']",FALSE,intID1180
"['r3', 'r5', 'r6', 'r7', 'r14', 'r16']",FALSE,intID1181
"['r3', 'r5', 'r6', 'r7', 'r15', 'r17']",FALSE,intID1182
"['r3', 'r5', 'r6', 'r8', 'r9', 'r21']",FALSE,intID1183
"['r3', 'r5', 'r6', 'r8', 'r10', 'r11']",FALSE,intID1184
"['r3', 'r5', 'r6', 'r8', 'r14', 'r15']",FALSE,intID1185
"['r3', 'r5', 'r6', 'r8', 'r16', 'r17']",FALSE,intID1186
"['r3', 'r5', 'r6', 'r8', 'r18', 'r19']",FALSE,intID1187
"['r3', 'r5', 'r6', 'r9', 'r11', 'r12']",FALSE,intID1188
"['r3', 'r5', 'r6', 'r9', 'r13', 'r16']",FALSE,intID1189
"['r3', 'r5', 'r6', 'r9', 'r17', 'r19']",FALSE,intID1190
"['r3', 'r5', 'r6', 'r10', 'r15', 'r21']",FALSE,intID1191
"['r3', 'r5', 'r6', 'r11', 'r14', 'r20']",FALSE,intID1192
"['r3', 'r5', 'r6', 'r12', 'r17', 'r20']",FALSE,intID1193
"['r3', 'r5', 'r6', 'r12', 'r18', 'r21']",FALSE,intID1194
"['r3', 'r5', 'r6', 'r16', 'r19', 'r21']",FALSE,intID1195
"['r3', 'r5', 'r7', 'r8', 'r10', 'r12']",FALSE,intID1196
"['r3', 'r5', 'r7', 'r8', 'r11', 'r19']",FALSE,intID1197
"['r3', 'r5', 'r7', 'r8', 'r13', 'r14']",FALSE,intID1198
"['r3', 'r5', 'r7', 'r8', 'r15', 'r16']",FALSE,intID1199
"['r3', 'r5', 'r7', 'r8', 'r17', 'r18']",FALSE,intID1200
"['r3', 'r5', 'r7', 'r9', 'r11', 'r15']",FALSE,intID1201
"['r3', 'r5', 'r7', 'r9', 'r12', 'r18']",FALSE,intID1202
"['r3', 'r5', 'r7', 'r9', 'r16', 'r19']",FALSE,intID1203
"['r3', 'r5', 'r7', 'r10', 'r18', 'r21']",FALSE,intID1204
"['r3', 'r5', 'r7', 'r10', 'r19', 'r20']",FALSE,intID1205
"['r3', 'r5', 'r7', 'r11', 'r20', 'r21']",FALSE,intID1206
"['r3', 'r5', 'r7', 'r12', 'r14', 'r21']",FALSE,intID1207
"['r3', 'r5', 'r7', 'r13', 'r15', 'r21']",FALSE,intID1208
"['r3', 'r5', 'r7', 'r16', 'r18', 'r20']",FALSE,intID1209
"['r3', 'r5', 'r8', 'r9', 'r11', 'r14']",FALSE,intID1210
"['r3', 'r5', 'r8', 'r9', 'r12', 'r17']",FALSE,intID1211
"['r3', 'r5', 'r8', 'r9', 'r13', 'r18']",FALSE,intID1212
"['r3', 'r5', 'r8', 'r9', 'r15', 'r19']",FALSE,intID1213
"['r3', 'r5', 'r8', 'r10', 'r14', 'r21']",FALSE,intID1214
"['r3', 'r5', 'r8', 'r11', 'r12', 'r21']",FALSE,intID1215
"['r3', 'r5', 'r8', 'r13', 'r16', 'r21']",FALSE,intID1216
"['r3', 'r5', 'r8', 'r15', 'r18', 'r21']",FALSE,intID1217
"['r3', 'r5', 'r8', 'r17', 'r19', 'r21']",FALSE,intID1218
"['r3', 'r5', 'r9', 'r10', 'r13', 'r21']",FALSE,intID1219
"['r3', 'r5', 'r9', 'r10', 'r15', 'r20']",FALSE,intID1220
"['r3', 'r5', 'r9', 'r11', 'r18', 'r21']",FALSE,intID1221
"['r3', 'r5', 'r9', 'r12', 'r19', 'r21']",FALSE,intID1222
"['r3', 'r5', 'r9', 'r13', 'r17', 'r20']",FALSE,intID1223
"['r3', 'r5', 'r9', 'r14', 'r16', 'r20']",FALSE,intID1224
"['r3', 'r5', 'r10', 'r11', 'r12', 'r17']",FALSE,intID1225
"['r3', 'r5', 'r10', 'r11', 'r13', 'r16']",FALSE,intID1226
"['r3', 'r5', 'r10', 'r11', 'r14', 'r15']",FALSE,intID1227
"['r3', 'r5', 'r10', 'r11', 'r18', 'r19']",FALSE,intID1228
"['r3', 'r5', 'r10', 'r12', 'r13', 'r20']",FALSE,intID1229
"['r3', 'r5', 'r10', 'r12', 'r14', 'r19']",FALSE,intID1230
"['r3', 'r5', 'r10', 'r12', 'r16', 'r21']",FALSE,intID1231
"['r3', 'r5', 'r10', 'r13', 'r14', 'r18']",FALSE,intID1232
"['r3', 'r5', 'r10', 'r13', 'r15', 'r17']",FALSE,intID1233
"['r3', 'r5', 'r10', 'r14', 'r16', 'r17']",FALSE,intID1234
"['r3', 'r5', 'r10', 'r15', 'r16', 'r19']",FALSE,intID1235
"['r3', 'r5', 'r11', 'r12', 'r13', 'r14']",FALSE,intID1236
"['r3', 'r5', 'r11', 'r13', 'r17', 'r18']",FALSE,intID1237
"['r3', 'r5', 'r11', 'r13', 'r19', 'r21']",FALSE,intID1238
"['r3', 'r5', 'r11', 'r14', 'r16', 'r19']",FALSE,intID1239
"['r3', 'r5', 'r11', 'r15', 'r17', 'r19']",FALSE,intID1240
"['r3', 'r5', 'r11', 'r16', 'r17', 'r20']",FALSE,intID1241
"['r3', 'r5', 'r12', 'r13', 'r15', 'r19']",FALSE,intID1242
"['r3', 'r5', 'r12', 'r13', 'r16', 'r17']",FALSE,intID1243
"['r3', 'r5', 'r12', 'r14', 'r15', 'r17']",FALSE,intID1244
"['r3', 'r5', 'r12', 'r18', 'r19', 'r20']",FALSE,intID1245
"['r3', 'r5', 'r13', 'r14', 'r17', 'r19']",FALSE,intID1246
"['r3', 'r5', 'r13', 'r14', 'r20', 'r21']",FALSE,intID1247
"['r3', 'r5', 'r13', 'r16', 'r18', 'r19']",FALSE,intID1248
"['r3', 'r5', 'r14', 'r15', 'r18', 'r19']",FALSE,intID1249
"['r3', 'r5', 'r15', 'r16', 'r17', 'r18']",FALSE,intID1250
"['r3', 'r5', 'r15', 'r17', 'r20', 'r21']",FALSE,intID1251
"['r3', 'r6', 'r7', 'r8', 'r10', 'r18']",FALSE,intID1252
"['r3', 'r6', 'r7', 'r8', 'r11', 'r13']",FALSE,intID1253
"['r3', 'r6', 'r7', 'r8', 'r12', 'r15']",FALSE,intID1254
"['r3', 'r6', 'r7', 'r8', 'r16', 'r19']",FALSE,intID1255
"['r3', 'r6', 'r7', 'r9', 'r10', 'r12']",FALSE,intID1256
"['r3', 'r6', 'r7', 'r9', 'r11', 'r19']",FALSE,intID1257
"['r3', 'r6', 'r7', 'r9', 'r13', 'r14']",FALSE,intID1258
"['r3', 'r6', 'r7', 'r9', 'r15', 'r16']",FALSE,intID1259
"['r3', 'r6', 'r7', 'r9', 'r17', 'r18']",FALSE,intID1260
"['r3', 'r6', 'r7', 'r10', 'r17', 'r21']",FALSE,intID1261
"['r3', 'r6', 'r7', 'r11', 'r15', 'r21']",FALSE,intID1262
"['r3', 'r6', 'r7', 'r11', 'r17', 'r20']",FALSE,intID1263
"['r3', 'r6', 'r7', 'r13', 'r19', 'r20']",FALSE,intID1264
"['r3', 'r6', 'r7', 'r14', 'r18', 'r21']",FALSE,intID1265
"['r3', 'r6', 'r7', 'r15', 'r18', 'r20']",FALSE,intID1266
"['r3', 'r6', 'r8', 'r9', 'r10', 'r19']",FALSE,intID1267
"['r3', 'r6', 'r8', 'r9', 'r11', 'r17']",FALSE,intID1268
"['r3', 'r6', 'r8', 'r9', 'r12', 'r14']",FALSE,intID1269
"['r3', 'r6', 'r8', 'r9', 'r13', 'r15']",FALSE,intID1270
"['r3', 'r6', 'r8', 'r9', 'r16', 'r18']",FALSE,intID1271
"['r3', 'r6', 'r8', 'r10', 'r12', 'r20']",FALSE,intID1272
"['r3', 'r6', 'r8', 'r11', 'r19', 'r21']",FALSE,intID1273
"['r3', 'r6', 'r8', 'r13', 'r14', 'r21']",FALSE,intID1274
"['r3', 'r6', 'r8', 'r14', 'r18', 'r20']",FALSE,intID1275
"['r3', 'r6', 'r8', 'r15', 'r16', 'r20']",FALSE,intID1276
"['r3', 'r6', 'r8', 'r17', 'r20', 'r21']",FALSE,intID1277
"['r3', 'r6', 'r9', 'r10', 'r11', 'r21']",FALSE,intID1278
"['r3', 'r6', 'r9', 'r12', 'r13', 'r21']",FALSE,intID1279
"['r3', 'r6', 'r9', 'r16', 'r17', 'r21']",FALSE,intID1280
"['r3', 'r6', 'r10', 'r11', 'r12', 'r13']",FALSE,intID1281
"['r3', 'r6', 'r10', 'r11', 'r14', 'r16']",FALSE,intID1282
"['r3', 'r6', 'r10', 'r11', 'r17', 'r18']",FALSE,intID1283
"['r3', 'r6', 'r10', 'r12', 'r14', 'r18']",FALSE,intID1284
"['r3', 'r6', 'r10', 'r12', 'r15', 'r16']",FALSE,intID1285
"['r3', 'r6', 'r10', 'r13', 'r14', 'r19']",FALSE,intID1286
"['r3', 'r6', 'r10', 'r13', 'r15', 'r18']",FALSE,intID1287
"['r3', 'r6', 'r10', 'r14', 'r15', 'r17']",FALSE,intID1288
"['r3', 'r6', 'r10', 'r16', 'r20', 'r21']",FALSE,intID1289
"['r3', 'r6', 'r11', 'r12', 'r14', 'r17']",FALSE,intID1290
"['r3', 'r6', 'r11', 'r12', 'r15', 'r18']",FALSE,intID1291
"['r3', 'r6', 'r11', 'r12', 'r16', 'r19']",FALSE,intID1292
"['r3', 'r6', 'r11', 'r13', 'r15', 'r20']",FALSE,intID1293
"['r3', 'r6', 'r11', 'r13', 'r16', 'r18']",FALSE,intID1294
"['r3', 'r6', 'r11', 'r13', 'r17', 'r19']",FALSE,intID1295
"['r3', 'r6', 'r12', 'r13', 'r14', 'r16']",FALSE,intID1296
"['r3', 'r6', 'r12', 'r13', 'r15', 'r17']",FALSE,intID1297
"['r3', 'r6', 'r12', 'r13', 'r18', 'r19']",FALSE,intID1298
"['r3', 'r6', 'r12', 'r16', 'r17', 'r18']",FALSE,intID1299
"['r3', 'r6', 'r13', 'r15', 'r16', 'r19']",FALSE,intID1300
"['r3', 'r6', 'r13', 'r18', 'r20', 'r21']",FALSE,intID1301
"['r3', 'r6', 'r14', 'r15', 'r16', 'r18']",FALSE,intID1302
"['r3', 'r6', 'r14', 'r16', 'r17', 'r19']",FALSE,intID1303
"['r3', 'r6', 'r15', 'r17', 'r18', 'r19']",FALSE,intID1304
"['r3', 'r6', 'r15', 'r19', 'r20', 'r21']",FALSE,intID1305
"['r3', 'r7', 'r8', 'r9', 'r10', 'r13']",FALSE,intID1306
"['r3', 'r7', 'r8', 'r9', 'r12', 'r19']",FALSE,intID1307
"['r3', 'r7', 'r8', 'r9', 'r14', 'r16']",FALSE,intID1308
"['r3', 'r7', 'r8', 'r9', 'r20', 'r21']",FALSE,intID1309
"['r3', 'r7', 'r8', 'r10', 'r11', 'r21']",FALSE,intID1310
"['r3', 'r7', 'r8', 'r13', 'r17', 'r20']",FALSE,intID1311
"['r3', 'r7', 'r8', 'r14', 'r15', 'r20']",FALSE,intID1312
"['r3', 'r7', 'r8', 'r16', 'r17', 'r21']",FALSE,intID1313
"['r3', 'r7', 'r8', 'r18', 'r19', 'r20']",FALSE,intID1314
"['r3', 'r7', 'r9', 'r10', 'r16', 'r21']",FALSE,intID1315
"['r3', 'r7', 'r9', 'r11', 'r12', 'r20']",FALSE,intID1316
"['r3', 'r7', 'r9', 'r11', 'r14', 'r21']",FALSE,intID1317
"['r3', 'r7', 'r9', 'r12', 'r17', 'r21']",FALSE,intID1318
"['r3', 'r7', 'r9', 'r13', 'r18', 'r21']",FALSE,intID1319
"['r3', 'r7', 'r9', 'r14', 'r17', 'r20']",FALSE,intID1320
"['r3', 'r7', 'r9', 'r15', 'r19', 'r21']",FALSE,intID1321
"['r3', 'r7', 'r10', 'r11', 'r16', 'r20']",FALSE,intID1322
"['r3', 'r7', 'r10', 'r12', 'r15', 'r19']",FALSE,intID1323
"['r3', 'r7', 'r10', 'r12', 'r17', 'r20']",FALSE,intID1324
"['r3', 'r7', 'r10', 'r13', 'r14', 'r15']",FALSE,intID1325
"['r3', 'r7', 'r10', 'r13', 'r18', 'r19']",FALSE,intID1326
"['r3', 'r7', 'r10', 'r14', 'r17', 'r19']",FALSE,intID1327
"['r3', 'r7', 'r10', 'r14', 'r20', 'r21']",FALSE,intID1328
"['r3', 'r7', 'r10', 'r15', 'r16', 'r17']",FALSE,intID1329
"['r3', 'r7', 'r11', 'r12', 'r13', 'r19']",FALSE,intID1330
"['r3', 'r7', 'r11', 'r12', 'r16', 'r18']",FALSE,intID1331
"['r3', 'r7', 'r11', 'r13', 'r15', 'r16']",FALSE,intID1332
"['r3', 'r7', 'r11', 'r14', 'r15', 'r19']",FALSE,intID1333
"['r3', 'r7', 'r11', 'r14', 'r16', 'r17']",FALSE,intID1334
"['r3', 'r7', 'r11', 'r14', 'r18', 'r20']",FALSE,intID1335
"['r3', 'r7', 'r11', 'r17', 'r18', 'r19']",FALSE,intID1336
"['r3', 'r7', 'r12', 'r13', 'r14', 'r17']",FALSE,intID1337
"['r3', 'r7', 'r12', 'r13', 'r15', 'r20']",FALSE,intID1338
"['r3', 'r7', 'r12', 'r14', 'r15', 'r16']",FALSE,intID1339
"['r3', 'r7', 'r12', 'r14', 'r18', 'r19']",FALSE,intID1340
"['r3', 'r7', 'r12', 'r16', 'r17', 'r19']",FALSE,intID1341
"['r3', 'r7', 'r12', 'r18', 'r20', 'r21']",FALSE,intID1342
"['r3', 'r7', 'r13', 'r14', 'r16', 'r19']",FALSE,intID1343
"['r3', 'r7', 'r13', 'r16', 'r20', 'r21']",FALSE,intID1344
"['r3', 'r7', 'r14', 'r15', 'r17', 'r18']",FALSE,intID1345
"['r3', 'r7', 'r17', 'r19', 'r20', 'r21']",FALSE,intID1346
"['r3', 'r8', 'r9', 'r10', 'r18', 'r20']",FALSE,intID1347
"['r3', 'r8', 'r9', 'r11', 'r16', 'r21']",FALSE,intID1348
"['r3', 'r8', 'r9', 'r13', 'r17', 'r21']",FALSE,intID1349
"['r3', 'r8', 'r9', 'r14', 'r18', 'r21']",FALSE,intID1350
"['r3', 'r8', 'r9', 'r15', 'r17', 'r20']",FALSE,intID1351
"['r3', 'r8', 'r10', 'r11', 'r12', 'r16']",FALSE,intID1352
"['r3', 'r8', 'r10', 'r11', 'r14', 'r17']",FALSE,intID1353
"['r3', 'r8', 'r10', 'r11', 'r15', 'r19']",FALSE,intID1354
"['r3', 'r8', 'r10', 'r12', 'r13', 'r14']",FALSE,intID1355
"['r3', 'r8', 'r10', 'r12', 'r15', 'r17']",FALSE,intID1356
"['r3', 'r8', 'r10', 'r13', 'r17', 'r19']",FALSE,intID1357
"['r3', 'r8', 'r10', 'r13', 'r20', 'r21']",FALSE,intID1358
"['r3', 'r8', 'r10', 'r14', 'r15', 'r18']",FALSE,intID1359
"['r3', 'r8', 'r10', 'r14', 'r16', 'r19']",FALSE,intID1360
"['r3', 'r8', 'r10', 'r16', 'r17', 'r18']",FALSE,intID1361
"['r3', 'r8', 'r11', 'r12', 'r13', 'r20']",FALSE,intID1362
"['r3', 'r8', 'r11', 'r13', 'r16', 'r17']",FALSE,intID1363
"['r3', 'r8', 'r11', 'r14', 'r15', 'r21']",FALSE,intID1364
"['r3', 'r8', 'r11', 'r15', 'r17', 'r18']",FALSE,intID1365
"['r3', 'r8', 'r11', 'r16', 'r18', 'r19']",FALSE,intID1366
"['r3', 'r8', 'r12', 'r13', 'r16', 'r19']",FALSE,intID1367
"['r3', 'r8', 'r12', 'r13', 'r17', 'r18']",FALSE,intID1368
"['r3', 'r8', 'r12', 'r14', 'r15', 'r19']",FALSE,intID1369
"['r3', 'r8', 'r12', 'r14', 'r17', 'r21']",FALSE,intID1370
"['r3', 'r8', 'r12', 'r15', 'r16', 'r18']",FALSE,intID1371
"['r3', 'r8', 'r12', 'r15', 'r20', 'r21']",FALSE,intID1372
"['r3', 'r8', 'r13', 'r14', 'r15', 'r17']",FALSE,intID1373
"['r3', 'r8', 'r13', 'r14', 'r16', 'r18']",FALSE,intID1374
"['r3', 'r8', 'r13', 'r15', 'r18', 'r19']",FALSE,intID1375
"['r3', 'r8', 'r14', 'r17', 'r18', 'r19']",FALSE,intID1376
"['r3', 'r8', 'r14', 'r19', 'r20', 'r21']",FALSE,intID1377
"['r3', 'r9', 'r10', 'r11', 'r12', 'r18']",FALSE,intID1378
"['r3', 'r9', 'r10', 'r11', 'r13', 'r14']",FALSE,intID1379
"['r3', 'r9', 'r10', 'r11', 'r15', 'r16']",FALSE,intID1380
"['r3', 'r9', 'r10', 'r11', 'r17', 'r19']",FALSE,intID1381
"['r3', 'r9', 'r10', 'r12', 'r14', 'r17']",FALSE,intID1382
"['r3', 'r9', 'r10', 'r12', 'r16', 'r19']",FALSE,intID1383
"['r3', 'r9', 'r10', 'r14', 'r15', 'r19']",FALSE,intID1384
"['r3', 'r9', 'r10', 'r14', 'r16', 'r18']",FALSE,intID1385
"['r3', 'r9', 'r10', 'r17', 'r20', 'r21']",FALSE,intID1386
"['r3', 'r9', 'r11', 'r12', 'r15', 'r19']",FALSE,intID1387
