Batch	Correct_edit	Indels	Substitutions_amplicon	Reads_aligned_all_amplicons	Reads_aligned_reference	Reads_aligned_amplicon	dir
REP1_HEK3_type3_BC1_rt32	46.4533800192014	2.43971310781047	0.762410346190772	35414	18962	16451	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt34	56.0391472753615	0.0620915998935573	0.91067679843884	33821	14867	18953	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt36	46.1204379562044	0.875912408759124	1.16788321167883	27400	14763	12637	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC1_rt40	44.5879502199638	0.035288305455572	0.614016514926953	42507	23554	18953	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt24	57.5129428895001	0.210321954376315	0.859488755864747	49448	20970	28439	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt26	43.8090702615576	0.232617774195912	0.842552567953696	54596	30677	23918	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt28	43.9385001807699	0.534698304568721	0.633646033528057	52553	29462	23091	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt30	40.4864577801381	0.104089219330855	0.62453531598513	47075	27777	19059	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt32	53.2709593220962	0.134183776629965	1.27198867709501	54403	25420	28981	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt34	56.9603112543627	0.40623271603761	0.942154749871264	52433	22565	29866	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt36	56.1857070765886	0.0427002057373549	1.24995147703893	25761	11211	14474	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP2_HEK3_type3_BC1_rt40	50.8457800971747	0.187151340651431	0.797192729890228	55570	27184	28255	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt24	57.5787609126566	0.149719539454262	0.816076926321117	47422	20111	27305	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt26	43.1193431193431	0.11970011970012	0.68040068040068	47619	26977	20533	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt28	42.4830528160835	0.251304035647161	0.597639009144088	47353	27199	20117	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt30	40.2243766701265	0.35114065502087	0.580817561449615	45281	27067	18214	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt32	53.8001162115049	0.333139647491768	0.861901994964168	51630	23852	27777	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt34	55.8220619176435	0.456868049293658	0.891694219016131	49905	22046	27858	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt36	52.1774809700331	0.0452757576615071	1.23093466142222	35339	16898	18439	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP3_HEK3_type3_BC1_rt40	51.9662777825087	0.153282806778506	0.820914587413778	58715	28162	30512	CRISPRessoBatch_on_HEK3_TYPE3_BC1
REP1_HEK3_type3_BC2_rt24	45.2035477805935	0.0572222676367204	2.16627156053298	48932	26811	22119	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt26	33.6685368173788	1.24245306827668	1.56277299994176	51511	34166	17343	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt28	56.5441158950654	0.135814529771975	2.78777192689842	41969	18238	23731	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt30	51.5311670249083	0.39448729295739	2.66784675685927	39545	19166	20378	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt32	53.1535239570975	0.0338958429169794	2.66808706389366	41303	19345	21954	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt34	56.1878721283827	0.327089668566172	2.80070528709785	39133	17145	21988	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt36	46.8744834100838	1.51375605148188	2.25764553075924	42345	22494	19849	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP1_HEK3_type3_BC2_rt40	45.5540609490236	0.0487035576789276	2.16846792522844	43118	23476	19642	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt24	53.2301815321895	0.858706643339807	2.52315297818725	62303	29135	33164	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt26	44.8379546580561	0.179385987391728	1.96641210940837	58533	32285	26245	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt28	56.4992614475628	0.219672006968905	2.66636367079499	52806	22969	29835	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt30	56.6873354885438	0.0759623368134683	2.75407635098133	56607	24513	32089	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt32	55.3573009829098	0.0553440184184893	2.64765784114053	45172	20164	25006	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt34	57.0477893773656	0.047830969512956	2.89273385184877	48086	20654	27432	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt36	54.149448642725	0.99312801077601	2.97938403232803	43801	20083	23718	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP2_HEK3_type3_BC2_rt40	54.936888490552	0.651654343117484	2.62528941668534	53556	24134	29422	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt24	53.0202144369323	0.636823055384826	2.56948712695486	58572	27517	31055	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt26	43.4478303004199	0.328416065467858	2.06022755823553	55722	31508	24210	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt28	58.6115082201573	0.655825589706933	2.96819156540386	55960	23159	32799	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt30	58.0906956537815	0.343852254450668	3.08727561791729	54093	22666	31423	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt32	52.4879286357312	0.0368278909894427	2.59841230869957	48876	23219	25654	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt34	56.8555363321799	0.892084775086505	2.91414359861592	55488	23939	31548	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt36	55.2420563549161	0.597646882494005	2.98074040767386	53376	23890	29486	CRISPRessoBatch_on_HEK3_TYPE3_BC2
REP3_HEK3_type3_BC2_rt40	54.4424987628003	0.508203585975865	2.65712436712475	52538	23935	28603	CRISPRessoBatch_on_HEK3_TYPE3_BC2
